"id","pokemon_ability_id","effect","language","short_effect"
297,145,"Die defense von Pokémon mit dieser Fähigkeit kann nicht von anderen Pokémon gesenkt werden.

Das Pokémon kann nagative defense durch heart swap oder guard swap erhalten.",de,Schützt vor dem Absenken der defense.
287,145,"This Pokémon's Defense cannot be lowered by other Pokémon.

This Pokémon can still be passed negative Defense modifiers through heart swap or guard swap.",en,Protects against Defense drops.
291,146,"Pokémon mit dieser Fähigkeit erleiden im sandstorm unabhängig von ihrem Typ keinen Schaden und ihre speed wird verdoppelt, solange der sandstorm anhält.",de,Verdoppelt die speed während eines Sandsturms. Schützt vor Schäden durch Sandstürme.
298,146,"This Pokémon's Speed is doubled during a sandstorm, and it does not take sandstorm damage, regardless of type.",en,Doubles Speed during a sandstorm.  Protects against sandstorm damage.
292,147,"Attacken ohne Schaden die auf ein Pokémon mit dieser Fähigkeit zielen, haben eine Basisgenauigkeit von 50%.",de,Verringert die accuracy von ankommenden Attacken ohne Schaden auf 50%.
299,147,Non-damaging moves have exactly 50% base accuracy against this Pokémon.,en,Lowers incoming non-damaging moves' base accuracy to exactly 50%.
293,148,"Attacken von Pokémon mit dieser Fähigkeit, haben 1,3× so viel Stärke, wenn das Pokémon als Letztes angreift.

future sight und doom desire sind nicht betroffen.",de,"Verstärkt Attacken um 30%, wenn das Pokémon als Letztes agiert."
300,148,"This Pokémon's moves have 1.3× their power when it moves last in a turn.

future sight and doom desire are unaffected.",en,Strengthens moves to 1.3× their power when moving last.
296,149,"Pokémon mit dieser Fähigkeit betreten den Kampf in Form des letzten nicht besiegten Pokémon im Team. Dabei erscheint es als dieselbe Species und hat den selben Namen und Pokéball wie das letzte kampffähige Pokémon im Team. Die Illusion erlischt beim ersten Treffer von einer Attacke die Schaden verursacht.

Anderer Schaden, wie der vom weather oder von spikes, zerstört die Illusion nicht, genauso wie Schaden der vom substitute abgefangen wird.

Wenn die Teampokémon während des Kampfes durch Austausch verändert wurde, wird die geänderte Reihenfolge beim Annehmen der Form beachtet.",de,Nimmt beim Betreten des Kampfes die Form des letzten Teampokémon das nicht besiegt ist an und behält diese bis es zum ersten Mal getroffen wird.
302,149,"This Pokémon, upon being sent out, appears to have the species, nickname, and Poké Ball of the last Pokémon in the party that is able to battle.  This illusion breaks upon being hit by a damaging move.

Other damage, e.g. from weather or spikes, does not break the illusion, nor does damage done to a substitute.

If the party order becomes temporarily shuffled around as Pokémon are switched out in battle, this ability chooses the last Pokémon according to that shuffled order.",en,Takes the appearance of the last conscious party Pokémon upon being sent out until hit by a damaging move.
295,150,Pokémon mit dieser Fähigkeit kopieren einen zufälligen Gegner. Der Effekt ist identisch mit transform.,de,Verwandelt sich beim Betreten des Kampfes in den Gegner.
301,150,This Pokémon transforms into a random opponent upon entering battle.  This effect is identical to the move transform.,en,Transforms upon entering battle.
303,151,"Pokémon mit dieser Fähigkeit ignorieren light screen, reflect und safeguard.",de,"Umgeht light screen, reflect und safeguard."
307,151,"This Pokémon's moves ignore light screen, reflect, and safeguard.",en,"Bypasses light screen, reflect, and safeguard."
304,152,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, ändert sich die Fähigkeit des Gegners in Mumie.

multitype ist nicht betroffen. Wenn das Pokémon von einem mit der Fähigkeit moxie besiegt wird, ändert sich dessen Fähigkeit ohne ihren Effekt auszulösen.",de,Ändert bei Kontakt die Fähigkeit von Angreifern in Mumie.
308,152,"Whenever a contact move hits this Pokémon, the attacking Pokémon's ability changes to Mummy.

multitype is unaffected.  If a Pokémon with moxie knocks this Pokémon out, the former's ability will change without taking effect.",en,Changes attacking Pokémon's abilities to Mummy on contact.
305,153,"Der attack von Pokémon mit dieser Fähigkeit erhöht sich um 1 Stufe, wenn es einen Gegner oder einen Teampartner besiegt.

Die Fähigkeit löst nicht aus, wenn der Gegner indirekt besiegt wird, z.B. durch poison oder spikes.

Wenn der besiegte Gegner die Fähigkeit mummy hat, ändert sich die Fähigkeit ohne den alten Effekt auszulösen.",de,"Erhöht den attack um 1 Stufe, wenn es einen Gegner besiegt."
310,153,"This Pokémon's Attack rises one stage upon knocking out another Pokémon, even a friendly Pokémon.

This ability does not take effect when the Pokémon indirectly causes another Pokémon to faint, e.g. through poison or spikes.

If this Pokémon knocks out a Pokémon with mummy, the former's ability will change without taking effect.",en,Raises Attack one stage upon KOing a Pokémon.
306,154,"Wenn ein Pokémon mit dieser Fähigkeit von einer dark Attacke getroffen wird, wird sein attack um 1 Stufe erhöht.

Die Attacke wird nicht beeinflusst.",de,"Erhöht den attack um 1 Stufe, wenn es von dark Attacken getroffen wird."
309,154,"Whenever a dark-type move hits this Pokémon, its Attack rises one stage.

The move is not negated in any way.",en,Raises Attack one stage upon taking damage from a dark move.
312,155,"Die speed erhöht sich mit jedem Treffer einer dark, ghost oder bug Attacke um 1 Stufe.",de,"Erhöht die speed um 1 Stufe, wenn es von dark, ghost oder bug Attacken getroffen wird."
317,155,"This Pokémon's Speed rises one stage with each hit from a damaging dark-, ghost-, or bug-type move.",en,"Raises Speed one stage upon being hit by a dark, ghost, or bug move."
311,156,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die als Reflektierbar gekennzeichnet ist, wird die Attacke zum Angreifer zurückgeworfen.

Alle reflektierbaren Attacken verursachen keinen Schaden und die meisten Attacken die keinen Schaden verursachen sind als reflektierbar gekennzeichnet.

Eine Attacke die von dieser Fähigkeit oder von magic coat reflektiert wurde, kann nicht zurückreflektiert werden.",de,Reflektiert die meisten Attacken ohne Schaden zum Angreifer zurück.
318,156,"When this Pokémon is targeted by a move flagged as being reflectable, the move is redirected to its user.

All reflectable moves are non-damaging, and most non-damaging moves that target other Pokémon are reflectable.

A move reflected by this ability or magic coat cannot be reflected back.",en,Reflects most non-damaging moves back at their user.
313,157,"Wenn ein Pokémon mit dieser Fähigkeit von einer grass Attacke getroffen wird, steigt sein attack um 1 Stufe, wobei jeder andere Effekt entfernt wird.",de,Absorbiert grass Attacken und erhöhrt dabei den attack um 1 Stufe.
323,157,"Whenever a grass-type move hits this Pokémon, its Attack rises one stage, negating any other effect on it.",en,"Absorbs grass moves, raising Attack one stage."
314,158,"Wenn ein Pokémon diese Fähigkeit hat, erhöht sich die priority seiner Attacken die keinen Schaden anrichten um 1 Stufe.",de,Erhöht die priority von Attacken ohne Schaden um 1 Stufe.
325,158,This Pokémon's non-damaging moves have their priority increased by one stage.,en,Raises non-damaging moves' priority by one stage.
315,159,"Die rock, ground und steel Attacken von Pokémon mit dieser Fähigkeit haben während eines Sandsturms 1,3× so viel Basisstärke wie sonst. Das Pokémon erleidet keinen Schaden durch Sandstürme, unabhängig von seinem Typ.",de,"Verstärkt rock, ground und steel Attacken um 30% während eines Sandsturms. Schützt vor Schäden durch Sandstürme."
326,159,"During a sandstorm, this Pokémon's rock-, ground-, and steel-type moves have 1.3× their base power.  This Pokémon does not take sandstorm damage, regardless of type.",en,"Strengthens rock, ground, and steel moves to 1.3× their power during a sandstorm.  Protects against sandstorm damage."
316,160,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, erleidet der Angreifer 1/8 seiner maximalen hp Schaden.

Diese Fähigkeit ist identisch mit rough skin.",de,Angreifer erleiden bei Kontakt 1/8 ihrer max hp Schaden.
324,160,"Whenever a move makes contact with this Pokémon, the move's user takes 1/8 of its maximum HP in damage.

This ability functions identically to rough skin.",en,Damages attacking Pokémon for 1/8 their max HP on contact.
320,161,"darmanitan wechselt am Ende jeder Runde zwischen dem Standard Modus und dem Zen Modus, abhängig von seinen hp. Wenn es weniger als 50% seiner maximalen hp hat, wechselt es zum Zen Modus, bei 50% oder mehr zum Standard Modus.

darmanitan wechselt zum Standard Modus beim Beenden des Kampfes oder wenn es die Fähigkeit verliert. Die Fähigkeit hat keinen Effekt für Pokémon außer darmanitan.",de,"Ändert jede Runde die Form von darmanitan abhängig von seinen hp: Zen Modus bei weniger als 50% der max hp, ansonsten Standard Modus."
327,161,"This Pokémon switches between Standard Mode and Zen Mode after each turn depending on its HP.  Below 50% of its maximum HP, it switches to Zen Mode, and at 50% or above, it switches to Standard Mode.

This Pokémon returns to Standard Mode upon leaving battle or losing this ability.  This ability has no effect if this Pokémon is not a darmanitan.",en,"Changes darmanitan's form after each turn depending on its HP: Zen Mode below 50% max HP, and Standard Mode otherwise."
319,162,"Die accuracy der Attacken von Pokémon ist 1,1× so hoch wie sonst, solange ein Pokémon mit dieser Fähigkeit im Team ist.",de,Erhöht die accuracy von Partnern um 10%.
328,162,"All friendly Pokémon's moves, including this Pokémon's own moves, have 1.1× their usual accuracy while this Pokémon is in battle.",en,Increases moves' accuracy to 1.1× for friendly Pokémon.
321,163,"Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie water absorb, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. clear body, shell armor oder sticky hold und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie simple, snow cloak oder thick fat. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie dry skin oder unaware, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst cursed body nur mögliche zukünftige Anwendungen der Attacke, während liquid ooze und shadow tag nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel color change oder forecast, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der rain von drizzle. Die Fähigkeit kann multitype nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit limber paralysieren aber limber wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die Stacheln dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit teravolt und mold breaker.",de,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann."
329,163,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as water absorb; abilities that would prevent any of their effects, such as clear body, shell armor, or sticky hold; and abilities that grant any general protective benefit, such as simple, snow cloak, or thick fat.  If an ability could either hinder or help this Pokémon's moves, e.g. dry skin or unaware, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, cursed body only affects potential future uses of the move, while liquid ooze and shadow tag can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example color change or forecast; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from drizzle.  This ability cannot ignore multitype at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can paralyze a Pokémon with limber, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's spikes are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to mold breaker and teravolt.",en,Bypasses targets' abilities if they could hinder or prevent moves.
322,164,"Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie water absorb, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. clear body, shell armor oder sticky hold und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie simple, snow cloak oder thick fat. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie dry skin oder unaware, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst cursed body nur mögliche zukünftige Anwendungen der Attacke, während liquid ooze und shadow tag nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel color change oder forecast, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der rain von drizzle. Die Fähigkeit kann multitype nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit limber paralysieren aber limber wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die Stacheln dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit mold breaker und turboblaze.",de,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann."
332,164,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as water absorb; abilities that would prevent any of their effects, such as clear body, shell armor, or sticky hold; and abilities that grant any general protective benefit, such as simple, snow cloak, or thick fat.  If an ability could either hinder or help this Pokémon's moves, e.g. dry skin or unaware, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, cursed body only affects potential future uses of the move, while liquid ooze and shadow tag can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example color change or forecast; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from drizzle.  This ability cannot ignore multitype at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can paralyze a Pokémon with limber, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's spikes are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to mold breaker and turboblaze.",en,Bypasses targets' abilities if they could hinder or prevent moves.
331,165,"Pokémon sind vor mentalen Attacken wie attract, disable, taunt oder encore geschützt, solange sich ein Pokémon mit dieser Fähigkeit im Team befindet. Das gilt auch, für das Pokémon selbst.",de,Schützt Verbündete vor mentalen Attacken.
333,165,Protects allies against moves that affect their mental state.,en,Protects allies against moves that affect their mental state.
330,166,"grass Pokémon können durch Gegner keine negativen stat modifier erleiden, solange sich ein Pokémon mit dieser Fähigkeit im Team befindet.

Das betrifft nur direkte Statuswerteänderungenen, der speed Malus von paralysis wird nicht verhindert, genauso wie selbstverursachte Statuswerteänderungenen wie z.B. durch leaf storm.",de,Beschützt verbündete grass Pokémon for negativen Statuswerteänderungenen.
334,166,Protects friendly grass Pokémon from having their stats lowered by other Pokémon.,en,Protects friendly grass Pokémon from having their stats lowered by other Pokémon.
335,167,"Wenn ein Pokémon mit dieser Fähigkeit eine Beere isst, stellt es 1/3 seiner maximalen hp wieder her, zusätzlich zum eigentlichen Effekt der Beere.

Die Fähigkeit wirkt auch, wenn das Pokémon die Beere durch fling, bug bite oder pluck erhalten hat, solange es von der Beere profitiert.

Die Fähigkeit wirkt nicht, wenn die Beere mit natural gift verbraucht wird.",de,Stellt zusätzlich zum eigentlichen Effekt einer Beere zusätzliche hp wieder her.
342,167,"Restores HP upon eating a Berry, in addition to the Berry's effect.",en,"Restores HP upon eating a Berry, in addition to the Berry's effect."
336,168,"Wenn ein Pokémon mit dieser Fähigkeit eine Attacke einsetzt, ändert sich sein Typ in den der Attacke.

Die Typumwandlung erfolgt unmittelbar vor dem Einsatz der Attacke, der Anwender erhält dadurch den same type attack bonus Bonus für jede Attacke die er einsetzt und toxic trifft immer. Die Typumwandlung bleibt bestehen, bis der Typ erneut gewandelt wird oder das Pokémon ausgetauscht wird, nicht aber durch deaktivieren oder austauschen der Fähigkeit.

Wenn der Typ der Attacke geändert wird, zum Beispiel weil die Attacke eine andere Attacke benutzt, wie nature power, weil die Attacke selbst ihren Typ ändern kann oder weil der Typ der Attacke vom Gegner verändert wird, wie z.B. durch electrify oder ion deluge, dann wird der geänderte Typ herangezogen. Wenn eine Attacke eingesetzt wird, die den Typ des Anwenders ändert, wie camouflage, dann löst zuerst die Fähigkeit aus und ändert den Typ des Anwenders in den der Attacke, danach wird die Attacke entweder fehlschlagen oder den Typ des Anwenders wieder ändern. Wird curse eingesetzt und der Anwender ist nicht bereits vom Typ ghost wird er zum Typ ghost.

Die Fähigkeit löst nicht aus, wenn die Attacke fehlschlägt, außer sie geht wegen der Fähigkeit selbst daneben, wenn die Ausführung unterbrochen wird, z.B. durch confusion, wenn die Attacke verhindert wird (durch rain oder durch powder). Die Fähigkeit löst trotzdem aus, wenn die Attacke daneben geht, blockiert wird (durch protect oder ähnliches) oder keine Wirkung auf den Gegner hat.

struggle ist nicht betroffen.",de,Ändert den Typ des Anwenders in den der Attacke die er einsetzt.
344,168,"Changes the bearer's type to match each move it uses.

The type change takes place just before the move is used.",en,Changes the bearer's type to match each move it uses.
337,169,Pokémon mit dieser Fähigkeit erhalten nur den halben Schaden von physischen Attacken.,de,Halbiert den Schaden von physischen Attacken.
343,169,Halves damage from physical attacks.,en,Halves damage from physical attacks.
338,170,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die Schaden verursacht, wird das vom Angreifer getragene Item auf das getroffene Pokémon übertragen, wenn dieses noch keins hält.

Das Pokémon stiehlt nicht, wenn es besiegt wird. Es kann auch stehlen, wenn der Angreifer einen substitute hat, aber nicht wenn der eigene getroffen wird. Wenn eine Attacke mehrmals trifft, löst nur der letzte Treffer die Fähigkeit aus. Wenn das Pokémon ein wildes ist, kann es kein Item stehlen.",de,Stiehlt angreifenden Pokémon das Item wenn es von einer Attacke die Schaden verursacht getroffen wird.
347,170,Steals the target's held item when the bearer uses a damaging move.,en,Steals the target's held item when the bearer uses a damaging move.
339,171,"Pokémon mit dieser Fähigkeit können nicht von Attacken getroffen werden die Kugel-, Ball- oder Bombenbasiert sind.",de,"Schützt gegen Kugel-, Ball- und Bombenbasierte Attacken."
345,171,"Protects against bullet, ball, and bomb-based moves.",en,"Protects against bullet, ball, and bomb-based moves."
341,172,"Wenn ein Statuswert eines Pokémon mit dieser Fähigkeit gesenkt wird, wird sein special attack um 2 Stufen erhöht.

Wenn mehrere Statuswerte gesenkt löst die Fähigkeit für jeden Statuswert aus.",de,Erhöht den special attack um 2 Stufen wenn ein Statuswert gesenkt wird.
351,172,Raises Special Attack by two stages upon having any stat lowered.,en,Raises Special Attack by two stages upon having any stat lowered.
340,173,"Die Bissattacken von Pokémon mit dieser Fähigkeit sind 1,5× so stark wie sonst. Zu Bissattacken zählen auch crunch und ""Zahn""-Attacken.",de,Verstärkt Bissattacken um 50%.
350,173,Strengthens biting moves to 1.5× their power.,en,Strengthens biting moves to 1.5× their power.
346,174,"Die normal Attacken von Pokémon mit dieser Fäigkeit werden zu ice Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst.",de,Ändert die normal Attacken des Anwenders in ice Attacken und verstärkt sie um 30%.
352,174,Turns the bearer's normal-type moves into ice-type moves.  Moves changed by this ability have 1.3× their power.,en,Turns the bearer's normal moves into ice moves and strengthens them to 1.3× their power.
348,175,Pokémon können nicht einschlafen solange sich ein Pokémon mit dieser Fähigkeit im Team befindet.,de,Hindert Partner am einschlafen.
358,175,Prevents friendly Pokémon from sleeping.,en,Prevents friendly Pokémon from sleeping.
349,176,"Lässt aegislash zur Klingenform wechseln, wenn es einen Attacke einsetzt die Schaden verursacht, oder zur Schildform, wenn kings shield eingesetzt wird.

Die Fähigkeit löst auch aus, wenn die Ausführung der Attacke verhindert wird, z.B. durch sleep oder confusion. Die Fähigkeit löst nicht aus bei Attacken die andere Attacken aufrufen, so wie sleep talk, selbst wenn dabei kings shield oder eine Attacke die Schaden verursacht aufgerufen wird.

Die Fähigkeit hat keinen Effekt für Pokémon außer aegislash.",de,"Wechselt die Form von aegislash zur Klingenform, wenn eine Attacke mit Schaden eingesetzt wird, oder zur Schildform, wenn kings shield eingesetzt wird."
359,176,"Changes aegislash to Blade Forme before using a damaging move, or Shield Forme before using kings shield.",en,"Changes aegislash to Blade Forme before using a damaging move, or Shield Forme before using kings shield."
355,177,"Wenn ein Pokémon diese Fähigkeit hat, erhöht sich die priority seiner flying Attacken um 1 Stufe.",de,Erhöht die priority von flying Attacken um 1 Stufe.
362,177,Raises flying moves' priority by one stage.,en,Raises flying moves' priority by one stage.
354,178,"Die Aura- und Pulsattacken von Pokémon mit dieser Fähigkeit sind 1,5× so stark wie sonst. Zu den Attacken zählen auch water pulse und origin pulse und heal pulse heilt um 75% statt 50% der maximalen hp.",de,Verstärkt Aura- und Pulsattacken um 50%.
361,178,Strengthens aura and pulse moves to 1.5× their power.,en,Strengthens aura and pulse moves to 1.5× their power.
357,179,"Während der Effekt von grassy terrain aktiv ist, haben Pokémon mit dieser Fähigkeit eine 1,5× so hohe defense wie sonst.",de,Erhöht die defense um 50% während dem Effekt von grassy terrain.
364,179,Boosts Defense while grassy terrain is in effect.,en,Boosts Defense while grassy terrain is in effect.
353,180,"Gibt das eigene getragene Item an einen Teampartner weiter, wenn dieser sein Item benutzt hat.

Das gilt auch, wenn der Partner das Item mit fling verbraucht hat, wenn er eine gegnerische Beere mit pluck gegessen hat und kein Item trägt oder sein air balloon platzt. Wenn mehrere Teampartner ihre Items in der gleichen Runde verbrauchen, erhält derjenige mit der höheren speed das Item ohne dabei trick room zu beachten.

Die Fähigkeit löst nicht aus, wenn das Item nur bewegt wird, beispielsweise durch thief, magician oder sticky barb, wenn es durch incinerate zerstört oder fallengelassen wird.",de,"Gibt das eigene Item an einen Verbündeten weiter, wenn dieser seins benutzt hat."
360,180,Passes the bearer's held item to an ally when the ally uses up its item.,en,Passes the bearer's held item to an ally when the ally uses up its item.
356,181,"Die Attacken von Pokémon mit dieser Fähigkeit, die Konakt herstellen, haben eine 1,33× Basisstärke wie sonst.",de,Verstärkt Attacken mit Kontakt um 33%.
363,181,Strengthens moves that make contact to 1.33× their power.,en,Strengthens moves that make contact to 1.33× their power.
365,182,"Die normal Attacken von Pokémon mit dieser Fäigkeit werden zu fairy Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst.",de,Ändert die normal Attacken des Anwenders in fairy Attacken und verstärkt sie um 30%.
371,182,Turns the bearer's normal-type moves into fairy moves.  Moves changed by this ability have 1.3× their power.,en,Turns the bearer's normal moves into fairy moves and strengthens them to 1.3× their power.
366,183,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke die Kontakt herstellt getroffen wird, wird die speed des Angreifers um 1 Stufe gesenkt.",de,Senkt bei Kontakt die speed des Angreifers um 1 Stufe.
372,183,Lowers attacking Pokémon's Speed by one stage on contact.,en,Lowers attacking Pokémon's Speed by one stage on contact.
367,184,"Die normal Attacken von Pokémon mit dieser Fäigkeit werden zu flying Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst.",de,Ändert die normal Attacken des Anwenders in flying Attacken und verstärkt sie um 30%.
373,184,Turns the bearer's normal-type moves into flying-type moves.  Moves changed by this ability have 1.3× their power.,en,Turns the bearer's normal moves into flying moves and strengthens them to 1.3× their power.
369,185,"Wenn ein Pokémon mit dieser Fähigkeit eine Attacke einsetzt die Schaden verursacht, trifft die Attacke ein zweites Mal, wobei der zweite Schlag nur mit halber Stärke ausgeführt wird.",de,"Lässt den Träger bei Attacken die Schaden verursachen ein zweites mal treffen, wobei der 2. Treffer nur halbe Stärke hat."
375,185,Lets the bearer hit twice with damaging moves.  The second hit has half power.,en,Lets the bearer hit twice with damaging moves.  The second hit has half power.
368,186,"Alle dark Attacken von allen Pokémon sind 1,33× so stark wie sonst, solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet.",de,Verstärkt dark Attacken aller Pokémon im Kampf um 33%.
379,186,Strengthens dark moves for all friendly and opposing Pokémon.,en,Strengthens dark moves to 1.33× their power for all friendly and opposing Pokémon.
370,187,"Alle fairy Attacken von allen Pokémon sind 1,33× so stark wie sonst, solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet.",de,Verstärkt fairy Attacken aller Pokémon im Kampf um 33%.
380,187,Strengthens fairy moves for all friendly and opposing Pokémon.,en,Strengthens fairy moves to 1.33× their power for all friendly and opposing Pokémon.
374,188,"Wenn sich ein Pokémon mit dieser Fähigkeit im Kampf befindet, werden die Attacken die normalerweise durch dark aura und fairy aura verstärkt werden, stattdessen um 2/3 Basisstärke gesenkt.",de,Schwächt die von dark aura und fairy aura gestärkten Attacken.
384,188,"While this Pokémon is on the field, dark aura and fairy aura weaken moves of their respective types to 2/3 their power, rather than strengthening them.",en,Makes dark aura and fairy aura weaken moves of their respective types.
378,189,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das weather in heftigen rain. Das weather kann weder durch Fähigkeiten wie drought noch durch Attacken wie sandstorm geändert werden und solche Attacken schlagen fehl.

Der rain hört auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit delta stream oder desolate land den Kampf betritt. Die Wettereffekte können durch Fähigkeiten wie cloud nine aufgehoben werden.",de,Ändert beim Betreten des Kampfes das weather in heftigen rain und verhindert fire Attacken.
387,189,"When this Pokémon enters battle or gains this ability, the weather becomes heavy rain.  Heavy rain has all the properties of rain dance and also causes damaging Fire moves to fail.

Heavy rain ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.  The weather cannot otherwise be changed except by the effects of delta stream and desolate land.

air lock and cloud nine will prevent the effects of heavy rain, including allowing Fire moves to work, but will not allow the weather to be changed.",en,"Creates heavy rain, which has all the properties of Rain Dance, cannot be replaced, and causes damaging Fire moves to fail."
376,190,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das weather in sehr starkes Sonnenlicht. Das weather kann weder durch Fähigkeiten wie drizzle noch durch Attacken wie sandstorm geändert werden und solche Attacken schlagen fehl.

Der starke Sonnenschein hört auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit delta stream oder primordial sea den Kampf betritt. Die Wettereffekte können durch Fähigkeiten wie air lock aufgehoben werden.",de,Ändert beim Betreten des Kampfes das weather in sehr starkes Sonnenlicht und verhindert water Attacken.
386,190,"When this Pokémon enters battle or gains this ability, the weather becomes extremely harsh sunlight.  Extremely harsh sunlight has all the properties of sunny day and also causes damaging Water moves to fail.

Extremely harsh sunlight ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.  The weather cannot otherwise be changed except by the effects of delta stream and primordial sea.

air lock and cloud nine will prevent the effects of extremely harsh sunlight, including allowing Water moves to work, but will not allow the weather to be changed.",en,"Creates extremely harsh sunlight, which has all the properties of Sunny Day, cannot be replaced, and causes damaging Water moves to fail."
