"id","pokemon_ability_id","effect","language","short_effect"
87,45,"Das weather ändert sich zu sandstorm wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt und hört erst auf, wenn es von einem anderen weather abgelöst wird.

Wenn mehrere Pokémon mit dieser Fähigkeit, drizzle, drought oder snow warning zur selben Zeit den Kampf betreten, werden die Fähigkeiten nach Reihenfolge der speed der Pokémon ausgelöst, unter Berücksichtigung von trick room.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen im Sandsturm nur halb so viele Pokémon auf.",de,Beschwört beim Betreten des Kampfes einen sandstorm herauf der nicht endet.
98,45,"The weather changes to a sandstorm when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, drizzle, drought, or snow warning are sent out at the same time, the abilities will activate in order of Speed, respecting trick room.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.",en,Summons a sandstorm that lasts indefinitely upon entering battle.
91,46,"Attacken die ein Pokémon mit dieser Fähigkeit zum Ziel haben, kosten 1 pp mehr als sonst.

Die Fähigkeit löst für jeden Treffer von Attacken die öfters treffen aus. Die Fähigkeit löst auch bei Attacken aus die fehlschlagen oder daneben gehen. Der Effekt zählt nicht für Attacken desselben Teams die das Ganze Feld oder nur die eigene Seite treffen, sowie die eigenen Attacken die sich selbst treffen. Der Effekt löst dafür bei Attacken von Teammitgliedern aus die nur das Pokémon mit dieser Fähigkeit zum Ziel haben, die alle anderen zum Ziel haben und Attacken von Gegnern die das ganze Feld treffen. Wenn diese Fähigkeit die Kosten auf einen Wert erhöht, der die verbleibenden pp übersteigt, wird es alle verbrauchen.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen Pokémon mit einem höheren Level häufiger auf.",de,Erhöht die pp Kosten des Gegners um 1.
101,46,"Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",en,Increases the PP cost of moves targetting the Pokémon by one.
94,47,Pokémon mit dieser Fähigkeit erhält von fire und ice Attacken nur halben Schaden.,de,Halbiert den Schaden von fire und ice Attacken.
100,47,This Pokémon takes half as much damage from fire- and ice-type moves.,en,Halves damage from fire and ice moves.
92,48,"Bei Pokémon mit dieser Fähigkeit sinkt die Anzahl der Verbleibenden Runden im Schlaf pro Runde um 2 statt um 1.

Wenn der Zähler bei 1 ist fällt er auf 0 und das Pokémon wacht auf.",de,Pokémon wachen doppelt so schnell wieder auf.
103,48,"This Pokémon's remaining sleep turn count falls by 2 rather than 1.

If this Pokémon's sleep counter is at 1, it will fall to 0 and then the Pokémon will wake up.",en,Makes sleep pass twice as quickly.
93,49,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die Kontakt herstellt, besteht eine 30% Chance, den Gegner zu verbrennen.

Außerhalb vom Kampf: Wenn ein Pokémon im Team diese Fähigkeit hat, wird der hatch counter um 2 statt um 1 pro step cycle reduziert, was dazu führt, dass Eier doppelt so schnell schlüpfen. Dieser Effekt stapelt sich nicht, wenn mehrere Pokémon diese Fähigkeit oder magma armor haben.",de,"Hat eine 30% Chance, bei Kontakt burn auszulösen."
99,49,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.",en,Has a 30% chance of burning attacking Pokémon on contact.
95,50,"Pokémon mit dieser Fähigkeit können immer aus Kämpfen mit wilden Pokémon fliehen, selbst wenn es durch eine Attacke oder eine Fähigkeit gefangen ist.",de,"Stellt sicher, dass die Flucht vor wilden Pokémon gelingt."
102,50,"This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.",en,Ensures success fleeing from wild battles.
96,51,"Pokémon mit dieser Fähigkeit kann die accuracy nicht gesenkt werden.

Die Fähigkeit verhindert nur direkte Statuswertveränderungen, der Genauigkeitsverlust durch fog wird nicht verhindert, auch nicht das Erhöhen des Fluchtwerts des Gegners. Pokémon mit dieser Fähigkeit kann trotzdem negative accuracy durch heart swap übertragen werden.

Außerhalb vom Kampf: Wenn das erste Pokémon im Team diese Fähigkeit hat, dann hat jede Begegnung mit einem Pokémon das 5 oder mehr Level niedriger ist, eine Chance von 50% übersprungen zu werden.",de,Verhindert das Absenken der accuracy.
106,51,"This Pokémon cannot have its accuracy lowered.

This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate.  This Pokémon can still be passed negative accuracy modifiers through heart swap.

Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.",en,Prevents accuracy from being lowered.
104,52,"Pokémon mit dieser Fähigkeit kann der attack nicht gesenkt werden.

Die Fähigkeit verhindert nur Statuswertveränderungen, der verminderte attack durch burn wird nicht verhindert. Pokémon mit dieser Fähigkeit können trotzdem negative accuracy durch heart swap oder power swap übertragen werden.",de,Verhindert das Absenken des Angriffs.
108,52,"This Pokémon's Attack cannot be lowered by other Pokémon.

This ability does not prevent any Attack losses other than stat modifiers, such as the Attack cut from a burn.  This Pokémon can still be passed negative Attack modifiers through heart swap or power swap.",en,Prevents Attack from being lowered by other Pokémon.
105,53,"Wenn ein Pokémon mit dieser Fähigkeit nicht bereits ein Item hält und ein anderes Pokémon ein getragenes Item verbraucht oder wegschleudert, hebt es das Item am Ende der Runde auf. Nach jedem Kampf besteht eine 10% Chance, dass das Pokémon ein Item aufhebt wenn es nicht bereits eines trägt.

air balloon und eject button können nicht aufgehoben werden.

Die gefundenen Items variieren je nach Spiel und, seit Smaragd, dem Level des Pokémons mit dieser Fähigkeit. Die Fähigkeit wird überprüft wenn der Kampf endet und temporär erlangte Fähigkeiten wieder weg sind.",de,Hebt benutzte oder weggeschleuderte getragene Items von anderen Pokémon auf. Kann nach dem Kampf ein Item aufheben.
107,53,"At the end of each turn, if another Pokémon consumed or Flung a held item that turn, this Pokémon picks up the item if it is not already holding one.  After each battle, this Pokémon has a 10% chance of picking up an item if it is not already holding one.

The air balloon and eject button cannot be picked up.

The items that may be found vary by game, and, since Pokémon Emerald, by the Pokémon's level.  This ability is checked after the battle ends, at which point any temporary ability changes have worn off.",en,Picks up other Pokémon's used and Flung held items.  May also pick up an item after battle.
112,54,"Pokémon mit dieser Fähigkeit überspringen jede zweite Runde statt eine Attacke einzusetzen (""faulenzen"").

Faulenzen unterbricht Attacken die über mehrere Runden gehen genauso wie paralysis, Zurückschrecken usw. Die meisten dieser Attacken, wie bide oder rollout, werden einfach abgebrochen, wenn das Pokémon faulenzt. Attacken nach denen eine Runde aufgeladen werden muss, wie hyper beam, müssen nicht aufgeladen werden, Attacken mit Vorbereitungsrunde, wie fly, werden nicht abgebrochen. Attacken die mehrere Runden dauern aber bei einem Fehlschlag nicht enden, wie outrage, uproar, oder jede von encore erzwungene Attacke, enden nicht, wenn das Pokémon faulenzt.

Wenn das Pokémon verwirrt ist, wird die confusion nicht beachtet beim Faulenzen, das Pokémon verletzt sich nicht selbst und die confusion endet nicht früher deswegen.

Wenn das Pokémon versucht sich zu bewegen aber von paralysis oder gravity daran gehindert wird, zählt das trotzdem als erfolgreich und es wird die nächste Runde faulenzen. Wenn es nicht versucht sich zu bewegen, weil es beispielsweise schläft oder eingefroren ist, wird das was es versucht hat verschoben bis zum nächsten Versuch, der eine Attacke oder faulenzen sein kann, abhängig davon, was es zuletzt tat.

Diese Fähigkeit kann nicht mit worry seed ausgetauscht werden, aber mit gastro acid deaktiviert, mit role play geändert oder mit skill swap getauscht werden.",de,Überspringt jede zweite Runde.
118,54,"Every second turn on which this Pokémon should attempt to use a move, it will instead do nothing (""loaf around"").

Loafing around interrupts moves that take multiple turns the same way paralysis, flinching, etc do.  Most such moves, for example bide or rollout, are simply cut off upon loafing around.  Attacks with a recharge turn, such as hyper beam, do not have to recharge; attacks with a preparation turn, such as fly, do not end up being used.  Moves that are forced over multiple turns and keep going through failure, such as outrage, uproar, or any move forced by encore, keep going as usual.

If this Pokémon is confused, its confusion is not checked when loafing around; the Pokémon cannot hurt itself, and its confusion does not end or come closer to ending.

If this Pokémon attempts to move but fails, e.g. because of paralysis or gravity, it still counts as having moved and will loaf around the next turn.  If it does not attempt to move, e.g. because it is asleep or frozen, whatever it would have done will be postponed until its next attempt; that is, it will either loaf around or move as usual, depending on what it last did.

This ability cannot be changed with worry seed, but it can be disabled with gastro acid, changed with role play, or traded away with skill swap.",en,Skips every second turn.
113,55,"Physische Attacken von Pokémon mit dieser Fähigkeit verursachen 1,5× so viel Schaden wie sonst, haben dafür aber nur 80% ihrer normalen accuracy.

Spezialattacken werden nicht beeinflusst. Attacken die festen Schaden verursachen wie seismic toss haben ihren normalen Schaden aber die verringerte accuracy.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen Pokémon mit einem höheren Level häufiger auf.",de,"Erhöht den Schaden von physischen Attacken um 50%, aber senkt ihre accuracy auf 80% ihres sonstigen Werts."
120,55,"This Pokémon's physical moves do 1.5× as much regular damage, but have 0.8× their usual accuracy.

Special moves are unaffected.  Moves that do set damage, such as seismic toss, have their accuracy affected, but not their damage.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",en,"Strengthens physical moves to inflict 1.5× damage, but decreases their accuracy to 0.8×."
110,56,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt getroffen wird, besteht eine 30% Chance, dass beim Angreifer Anziehung ausgelöst wird.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, besteht bei allen wilden Pokémon die beide Geschlechter haben können eine 2/3 Chance, vom anderen Geschlecht zu sein und eine 1/3 Chance ein zufälliges Geschlecht zu haben.",de,Bei Kontakt besteht eine 30% Chance beim Gegner Anziehung auszulösen.
119,56,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being infatuated.

Overworld: If the first Pokémon in the party has this ability, any wild Pokémon whose species can be either gender has a 2/3 chance of being set to the opposite gender, and a 1/3 chance of having a random gender as usual.",en,Has a 30% chance of infatuating attacking Pokémon on contact.
111,57,"Pokémon mit dieser Fähigkeit haben einen 1,5× so hohen special attack wenn ein Team-Pokémon die Fähigkeit plus oder minus hat.

Der Bonus zählt nicht als stat modifier. Wenn eine der Fähigkeiten deaktiviert wird, z.B. von gastro acid, verlieren beide ihren Effekt.",de,Erhöht den special attack um 50% wenn ein Team-Pokémon plus oder minus hat.
116,57,"This Pokémon has 1.5× its Special Attack if any friendly Pokémon has plus or minus.

This bonus does not count as a stat modifier.  If either ability is disabled by gastro acid, both lose their effect.",en,Increases Special Attack to 1.5× when a friendly Pokémon has plus or minus.
109,58,"Pokémon mit dieser Fähigkeit haben einen 1,5× so hohen special attack wenn ein Team-Pokémon die Fähigkeit plus oder minus hat.

Der Bonus zählt nicht als stat modifier. Wenn eine der Fähigkeiten deaktiviert wird, z.B. von gastro acid, verlieren beide ihren Effekt.",de,Erhöht den special attack um 50% wenn ein Team-Pokémon plus oder minus hat.
117,58,"This Pokémon has 1.5× its Special Attack if any friendly Pokémon has plus or minus.

This bonus does not count as a stat modifier.  If either ability is disabled by gastro acid, both lose their effect.",en,Increases Special Attack to 1.5× when a friendly Pokémon has plus or minus.
114,59,"Während es regnet, hagelt oder bei starkem Sonnenlicht, ändert sich der Typ des Pokémons zu water, ice oder fire, respektive. Außerdem ändert sich seine Form entsprechend.

Die Fähigkeit hat keinen Effekt für jedes andere Pokémon außer castform.

Wenn das weather endet oder sich zu einem ändert welches diese Fähigkeit nicht beeinflusst, oder wenn ein Pokémon mit air lock oder cloud nine den Kampf betritt, werden Typ und Form auf den Normalwert zurückgesetzt. Wenn die Fähigkeit deaktiviert oder ausgetauscht wird, kann das Pokémon seine Form nicht ändern, bis es sie wiedererlangt.",de,Ändert den Typ von castform zu dem des Wetters.
124,59,"During rain, strong sunlight, or hail, this Pokémon's type changes to water, fire, or ice, respectively, and its form changes to match.

This ability has no effect for any Pokémon other than castform.

If the weather ends or becomes anything that does not trigger this ability, or a Pokémon with air lock or cloud nine enters battle, this Pokémon's type and form revert to their default.  If this ability is lost or disabled, this Pokémon cannot change its current type and form until it regains its ability.",en,Changes castform's type and form to match the weather.
115,60,"Einem Pokémon mit dieser Fähigkeit kann ein getragenes Item nicht gestohlen werden.

Attacken die Schaden verursachen und Items entfernen verursachen immer noch Schaden, z.B. knock off oder pluck. Das Pokémon kann trotzdem Attacken einsetzen die eigene Items entfernen, wie z.B. fling oder trick.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, erhöht sich die Erfolgsrate beim Angeln.",de,"Verhindert, dass ein getragenes Item von einem anderen Pokémon gestohlen werden kann."
125,60,"This Pokémon's hold item cannot be removed by other Pokémon.

Damaging moves that would remove this Pokémon's item can still inflict damage against this Pokémon, e.g. knock off or pluck.  This Pokémon can still use moves that involve the loss of its own item, e.g. fling or trick.

Overworld: If the lead Pokémon has this ability, the encounter rate while fishing is increased.",en,Prevents a held item from being removed by other Pokémon.
121,61,Pokémon mit dieser Fähigkeit haben am Ende jeder Runde eine 33% Chance von einer bestehenden major status ailment geheilt zu werden.,de,Nach jeder Runde besteht eine 33% Chance von einer bestehenden Statusänderung geheilt zu werden.
126,61,"After each turn, this Pokémon has a 33% of being cured of any major status ailment.",en,Has a 33% chance of curing any major status ailment after each turn.
122,62,"Wenn ein Pokémon mit dieser Fähigkeit schläft, brennt, paralysiert oder vergiftet ist, ist sein attack 1,5× so hoch wie sonst. Bei Verbrennung gibt es keine Halbierung des Angriffs.

Der Bonus zählt nicht als Statuswerte Änderung.",de,Erhöht den attack um 50% wenn das Pokémon unter einer major status ailment leidet.
127,62,"Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack.  This Pokémon is not affected by the usual Attack cut from a burn.

This bonus does not count as a stat modifier.",en,Increases Attack to 1.5× with a major status ailment.
123,63,"Wenn ein Pokémon mit dieser Fähigkeit unter einer major status ailment leidet, hat es eine 1,5× höhere defense.

Der Bonus zählt nicht als Statuswerte Änderung.",de,Erhöht die defense um 50% wenn das Pokémon unter einer major status ailment leidet.
128,63,"Whenever this Pokémon has a major status ailment, it has 1.5× its Defense.

This bonus does not count as a stat modifier.",en,Increases Defense to 1.5× with a major status ailment.
138,64,"Wenn ein Pokémon mit dieser Fähigkeit von einer absorbierenden Attacke wie absorb getroffen wird, erleidet der Gegner so viele hp Schaden wie ihn die Attacke geheilt hätte.

dream eater ist davon nicht betroffen.",de,"Gegnern die absorbierende Attacken einsetzen, wird Schaden in der Höhe zugefügt, die die Attacke geheilt hätte."
129,64,"Whenever a Pokémon would heal after hitting this Pokémon with a leeching move like absorb, it instead loses as many HP as it would usually gain.

dream eater is unaffected.",en,Damages opponents using leeching moves for as much as they would heal.
140,65,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen hp oder weniger hat, werden all seine grass Attacken verstärkt, so dass sie 1,5× so viel regular damage anrichten wie sonst.",de,Erhöht den Schaden von grass Attacken um 50% wenn nur noch 1/3 der maximalen hp oder weniger übrig sind.
130,65,"When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.",en,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
131,66,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen hp oder weniger hat, werden all seine fire Attacken verstärkt, so dass sie 1,5× so viel regular damage anrichten wie sonst.",de,Erhöht den Schaden von fire Attacken um 50% wenn nur noch 1/3 der maximalen hp oder weniger übrig sind.
135,66,"When this Pokémon has 1/3 or less of its HP remaining, its fire-type moves inflict 1.5× as much regular damage.",en,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
132,67,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen hp oder weniger hat, werden all seine water Attacken verstärkt, so dass sie 1,5× so viel regular damage anrichten wie sonst.",de,Erhöht den Schaden von water Attacken um 50% wenn nur noch 1/3 der maximalen hp oder weniger übrig sind.
136,67,"When this Pokémon has 1/3 or less of its HP remaining, its water-type moves inflict 1.5× as much regular damage.",en,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
133,68,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen hp oder weniger hat, werden all seine bug Attacken verstärkt, so dass sie 1,5× so viel regular damage anrichten wie sonst.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal.",de,Erhöht den Schaden von bug Attacken um 50% wenn nur noch 1/3 der maximalen hp oder weniger übrig sind.
141,68,"When this Pokémon has 1/3 or less of its HP remaining, its bug-type moves inflict 1.5× as much regular damage.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is increased.",en,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less.
134,69,"Pokémon mit dieser Fähigkeit erhalten keinen Schaden vom Rückstoß diverser Attacken.

Der Rückstoß von struggle wird nicht verhindert. Die Fähigkeit verhindert nicht den Schaden der vom Fehlschlag von jump kick oder high jump kick verursacht wird.",de,Schützt vor Rückstoßschaden.
143,69,"This Pokémon does not receive recoil damage from its recoil moves.

struggle's recoil is unaffected.  This ability does not prevent crash damage from missing with jump kick or high jump kick.",en,Protects against recoil damage.
137,70,"Das weather ändert sich zu starkem Sonnenlicht wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt. Dieser Effekt ist dauerhaft bis das weather geändert wird.

Wenn mehrere Pokémon mit dieser Fähigkeit, drizzle, sand stream oder snow warning zur selben Zeit den Kampf betreten, werden die Fähigkeiten nach Reihenfolge der speed der Pokémon ausgelöst, unter Berücksichtigung von trick room.",de,Ändert beim Betreten des Kampfes das weather in starkes Sonnenlicht.
145,70,"The weather changes to strong sunlight when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, drizzle, sand stream, or snow warning are sent out at the same time, the abilities will activate in order of Speed, respecting trick room.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay.",en,Summons strong sunlight that lasts indefinitely upon entering battle.
139,71,"Wenn ein Pokémon mit dieser Fähigkeit im Kampf ist, kann der Gegner nicht fliehen oder ausgetauscht werden. flying Pokémon und schwebende, z.B. durch levitate oder magnet rise sind nicht betroffen.

Pokémon mit run away können trotzdem fliehen. Pokémon können mit bestimmten Items oder Attacken ausgetauscht werden.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal.",de,"Verhindert, dass der Gegner flieht oder ausgetauscht wird wenn er nicht vom Typ flying ist oder schwebt."
147,71,"While this Pokémon is in battle, opposing Pokémon cannot flee or switch out.  flying-type Pokémon and Pokémon in the air, e.g. due to levitate or magnet rise, are unaffected.

Pokémon with run away can still flee.  Pokémon can still switch out with the use of a move or item.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.",en,Prevents opponents from fleeing or switching out.  Eluded by flying-types and Pokémon in the air.
142,72,"Ein Pokémon mit dieser Fähigkeit kann nicht einschlafen.

rest schlägt fehl. Wenn ein Pokémon schläft und diese Fähigkeit erhält, wacht es sofort auf. Das bezieht das Wiedererlangen dieser Fähigkeit nach dem Kampf mit ein.

Diese Fähigkeit ist identisch mit insomnia.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen Pokémon mit einem höheren Level häufiger auf.",de,Verhindert sleep.
149,72,"This Pokémon cannot be asleep.

This causes rest to fail altogether.  If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle.

This ability functions identically to insomnia in battle.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.",en,Prevents sleep.
144,73,"Einem Pokémon mit dieser Fähigkeit können keine negativen Statuswerte Änderungen von anderen Pokémon zugefügt werden.

Diese Fähigkeit verhindert keine stat modifiers die nicht direkt verursacht wurden, wie die verminderte speed durch paralysis oder selbstverursachte negative Statuswerteänderungen wie durch overheat. Dem Pokémon können trotzdem negative Statuswerte mit guard swap, heart swap oder power swap übertragen werden.

Diese Fähigkeit ist identisch mit clear body im Kampf.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen wilde Pokémon nur halb so oft auf.",de,Verhindert negative stat modifier von anderen Pokémon.
150,73,"This Pokémon cannot have its stats lowered by other Pokémon.

This ability does not prevent any stat losses other than stat modifiers, such as the Speed cut from paralysis; nor self-inflicted stat drops, such as the Special Attack drop from overheat; nor opponent-triggered stat boosts, such as the Attack boost from swagger.  This Pokémon can still be passed negative stat modifiers through guard swap, heart swap, or power swap.

This ability functions identically to clear body in battle.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved.",en,Prevents stats from being lowered by other Pokémon.
146,74,"Solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet ist sein attack doppelt so hoch wie sonst.

Dieser Bonus zählt nicht als stat modifier.

Diese Fähigkeit ist identisch mit huge power.",de,Verdoppelt den attack im Kampf.
156,74,"This Pokémon's Attack is doubled in battle.

This bonus does not count as a stat modifier.

This ability functions identically to huge power.",en,Doubles Attack in battle.
148,75,"Attacken können keinen kritischen Treffer landen.

Diese Fähigkeit ist identisch mit battle armor.",de,Schützt vor kritischen Treffern.
158,75,"Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.",en,Protects against critical hits.
151,76,"Während ein Pokémon mit dieser Fähigkeit im Kampf ist, kann das weather zwar geändert werden, hat aber keinen Effekt.

Diese Fähigkeit ist identisch mit cloud nine.",de,Entfernt alle Wettereffekte aber ändert nicht das weather selbst.
157,76,"While this Pokémon is in battle, weather can still be in play, but will not have any of its effects.

This ability functions identically to cloud nine.",en,"Negates all effects of weather, but does not prevent the weather itself."
152,77,"Wenn ein Pokémon mit diese Fähigkeit verwirrt ist, ist sein evasion doppelt so hoch wie sonst.",de,Verdoppelt den evasion bei confusion.
160,77,"When this Pokémon is confused, it has twice its evasion.",en,Doubles evasion when confused.
155,78,"Wenn ein Pokémon mit dieser Fähigkeit von einer electric Attacke getroffen wird, erhöht sich seine speed um 1 Stufe, wobei andere Effekte der Attacke ignoriert werden.

Die Fähigkeit wirkt nicht, wenn das Pokémon immun gegen electric Attacken ist. electric Attacken ignorieren den substitute des Pokémons.

Der Effekt wird auch bei Attacken ausgelöst die keinen Schaden verursachen, wie z.B. thunder wave.",de,Absorbiert electric Attacken und erhöht dabei die speed um 1 Stufe.
163,78,"Whenever an electric-type move hits this Pokémon, its Speed rises one stage, negating any other effect on it.

This ability will not take effect if this Pokémon is immune to Electric moves.  Electric moves will ignore this Pokémon's substitute.

This effect includes non-damaging moves, i.e. thunder wave.",en,"Absorbs electric moves, raising Speed one stage."
153,79,"Ein Pokémon mit dieser Fähigkeit verurascht gegen Gegner vom gleichen Geschlecht 25% mehr Schaden und gegen Pokémon vom anderen Geschlecht 25% weniger Schaden.

Wenn eins der Pokémon geschlechtslos ist, wird der Schaden nicht beeinflusst.",de,Erhöht den verursachten Schaden gegen Pokémon vom gleichen Geschlecht um 25% aber senkt ihn auf 0.75% gegen das andere Geschlecht.
165,79,"This Pokémon inflicts 1.25× as much regular damage against Pokémon of the same gender and 0.75× as much regular damage against Pokémon of the opposite gender.

If either Pokémon is genderless, damage is unaffected.",en,"Increases damage inflicted to 1.25× against Pokémon of the same gender, but decreases damage to 0.75× against the opposite gender."
154,80,"Wenn ein Pokémon mit dieser Fähigkeit zurückschreckt, wird seine speed um 1 Stufe erhöht.",de,Erhöht die speed um 1 Stufe wenn das Pokémon zurückschreckt.
159,80,"Whenever this Pokémon flinches, its Speed rises one stage.",en,Raises Speed one stage upon flinching.
161,81,"Während es hagelt hat ein Pokémon mit dieser Fähigkeit einen um 25% erhöhten evasion und es nimmt keinen Schaden durch hail.

Der Bonus zählt nicht als Statuswerte Änderung.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen nur halb so viele wilde Pokémon auf wenn es schneit.",de,Erhöht den evasion um 25% während es hagelt. Kein Schaden durch hail.
167,81,"During hail, this Pokémon has 1.25× its evasion, and it does not take hail damage regardless of type.

The evasion bonus does not count as a stat modifier.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in snow.",en,Increases evasion to 1.25× during hail.  Protects against hail damage.
164,82,"Pokémon mit dieser Fähigkeit essen eine getragene Beere, wenn sie weniger als die Hälfte ihrer maximalen hp haben, unabhängig von der Auslöseschwelle der Beere.",de,"Lässt das Pokémon eine getragene Beere essen, wenn es weniger als die Hälfte seiner maximalen hp hat."
172,82,"This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.",en,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
162,83,"Wenn ein Pokémon mit dieser Fähigkeit von einem kritischen Treffer getroffen wird, erhöht sich sein attack auf die höchste Stufe von 6.

Die Fähigkeit löst auch aus, wenn der kritische Treffer vom substitute abgefangen wird.",de,Erhöht den attack auf die höchste Stufe (6) wenn es einen kritischen Treffer erleidet.
170,83,"Whenever this Pokémon receives a critical hit, its Attack rises to the maximum of 6 stages.

This ability will still take effect if the critical hit is received by a substitute.",en,Raises Attack to the maximum of six stages upon receiving a critical hit.
166,84,"Wenn ein Pokémon mit dieser Fähigkeit ein getragenes Item benutzt oder verliert, wird seine speed verdoppelt. Wenn es ein neues Item erhält oder den Kampf verlässt, erlischt der Bonus.

Das passiert auch, wenn das Item durch knock off fallengelassen wird. Der Bonus zählt nicht als Statuswert-Änderung. Es gibt keine Benachrichtigung wenn der Effekt eintritt.",de,Verdoppelt die speed wenn das Pokémon ein getragenes Item benutzt oder verliert.
171,84,"When this Pokémon uses or loses its held item, its Speed is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of knock off.  This bonus does not count as a stat modifier.  There is no notification when this ability takes effect.",en,Doubles Speed upon using or losing a held item.
168,85,Pokémon mit dieser Fähigkeit erhalten nur halben Schaden von fire Attacken und Verbrennungen.,de,Halbiert den Schaden von fire Attacken und burn.
178,85,This Pokémon takes half as much damage from fire-type moves and burns.,en,Halves damage from fire moves and burns.
169,86,"Jede Stufe einer Statuswerte-Änderung agiert als 2 Stufen. Diese Doppelstufen sind trotzdem limitiert auf ein Minimum von -6 und ein Maximum von 6.

Pokémon mit dieser Fähigkeit können trotzdem weniger als -3 oder mehr als 3 Stufen erhalten, aber die zusätzlichen Stufen haben nach der Verdoppelung keinen Effekt.",de,Verdoppelt die Statuswerte-Änderungen. Die Änderungen gehen nicht über -6 oder 6 Stufen hinaus.
